t1,trgt,side,pt,sl
2011-08-08 10:25:31.338,0.010656872433973695,-1.0,1,2
2011-08-08 09:38:24.353,0.010641489823140737,-1.0,1,2
2011-08-08 10:25:31.338,0.010452833757351924,-1.0,1,2
2011-08-08 14:17:06.533,0.010246515957241931,-1.0,1,2
2011-08-08 14:19:17.580,0.010050715078680016,-1.0,1,2
2011-08-08 14:33:21.411,0.009960989788774523,-1.0,1,2
2011-08-08 14:19:17.580,0.00976474821603372,-1.0,1,2
2011-08-08 14:17:06.533,0.009571617463426964,-1.0,1,2
2011-08-08 14:26:40.640,0.009419278359064885,-1.0,1,2
2011-08-08 14:26:40.640,0.00928333267156386,-1.0,1,2
2011-08-08 14:33:21.411,0.009251237940110995,-1.0,1,2
2011-08-08 14:23:44.223,0.009089074886384699,-1.0,1,2
2011-08-08 14:17:06.533,0.008909095813964546,-1.0,1,2
2011-08-08 14:17:06.533,0.008777336267855948,-1.0,1,2
2011-08-08 14:17:06.533,0.00862465062086208,-1.0,1,2
2011-08-08 14:17:06.533,0.008457587256177616,-1.0,1,2
2011-08-08 14:19:17.580,0.008316436801937974,-1.0,1,2
2011-08-08 14:23:44.223,0.00818696153469575,-1.0,1,2
2011-08-08 14:19:17.580,0.008041893179333012,-1.0,1,2
2011-08-08 14:19:17.580,0.007748822032252275,-1.0,1,2
2011-08-08 14:19:17.580,0.007615465478805856,-1.0,1,2
2011-08-08 14:19:17.580,0.007496975046497923,-1.0,1,2
2011-08-08 14:33:21.411,0.007550634629862134,-1.0,1,2
2011-08-08 14:38:46.772,0.007687231936114471,-1.0,1,2
2011-08-08 17:14:24.152,0.007827400902640764,-1.0,1,2
2011-08-08 17:39:49.121,0.008172918362540664,-1.0,1,2
2011-08-08 17:45:57.577,0.008860691293929525,-1.0,1,2
2011-08-08 17:45:57.577,0.00916558273420678,-1.0,1,2
2011-08-08 18:00:32.662,0.00946466534036779,-1.0,1,2
2011-08-08 17:39:49.121,0.009526065357130195,-1.0,1,2
